fecha,equipo_A,equipo_B,diff_elo,diff_goles_favor_prom,diff_goles_contra_prom,diff_pct_victorias,diff_participaciones_mundial,diff_mejor_instancia,etiqueta
2011-01-13,Jordan,Saudi Arabia,39,0.8,0.7,0.09999999999999998,-2,-1,Gana_A
2011-01-14,Australia,Korea Republic,50,-0.10000000000000009,0.0,0.0,-5,0,Empate
2011-01-17,Saudi Arabia,Japan,-275,-0.40000000000000013,0.09999999999999998,-0.39999999999999997,1,1,Gana_B
2011-01-21,Qatar,Japan,-301,-0.30000000000000004,0.30000000000000004,-0.09999999999999998,-1,0,Gana_B
2011-01-21,Uzbekistan,Jordan,54,0.09999999999999987,0.8999999999999999,-0.10000000000000003,0,0,Gana_A
2011-01-22,Australia,Iraq,231,-0.09999999999999987,-0.19999999999999996,0.0,0,0,Gana_A
2011-01-22,IR Iran,Korea Republic,-23,0.20000000000000018,-0.4,0.29999999999999993,-5,0,Gana_B
2011-01-25,Japan,Korea Republic,35,0.40000000000000013,-0.30000000000000004,0.19999999999999996,-4,0,Empate
2011-01-25,Uzbekistan,Australia,-197,0.8,1.0,-0.09999999999999998,0,0,Gana_B
2011-01-28,Uzbekistan,Korea Republic,-147,0.40000000000000013,1.3000000000000003,-0.09999999999999998,-5,0,Gana_B
2011-01-29,Australia,Japan,15,-0.09999999999999987,-0.19999999999999996,0.0,-1,0,Gana_B
2011-02-09,Argentina,Portugal,14,-0.2999999999999998,0.0,0.30000000000000004,10,9,Gana_A
2011-02-09,Croatia,Czechia,96,0.0,-0.575,0.19999999999999996,1,1,Gana_A
2011-02-09,France,Brazil,-225,-1.1,0.30000000000000004,-0.29999999999999993,-6,-8,Gana_A
2011-02-09,Mexico,Bosnia and Herzegovina,170,-0.06666666666666665,-0.5777777777777777,0.06666666666666671,11,4,Gana_A
2011-02-09,Netherlands,Austria,489,0.3857142857142859,-0.48571428571428577,0.3714285714285715,0,0,Gana_A
2011-02-09,Spain,Colombia,349,0.7250000000000001,0.44999999999999996,0.44999999999999996,10,6,Gana_A
2011-02-09,Türkiye,Korea Republic,-23,-0.10000000000000009,0.09999999999999998,0.0,-4,0,Empate
2011-03-25,Austria,Belgium,-105,0.18055555555555558,0.16666666666666674,0.041666666666666685,-10,-6,Gana_B
2011-03-25,Spain,Czechia,322,0.04444444444444451,-0.022222222222222365,0.25555555555555554,10,6,Gana_A
2011-03-26,Colombia,Ecuador,-11,-0.3472222222222222,-0.3472222222222222,-0.02777777777777779,0,0,Gana_A
2011-03-26,Mexico,Paraguay,81,-0.09999999999999987,0.7000000000000001,0.0,6,2,Gana_A
2011-03-26,South Africa,Egypt,-122,-1.4,-0.4,-0.09999999999999998,-1,-1,Gana_A
2011-03-26,United States,Argentina,-200,-0.9000000000000001,0.10000000000000009,-0.5,-6,-7,Empate
2011-03-27,Algeria,Morocco,-85,-1.0999999999999999,0.9,-0.5,-5,-1,Gana_A
2011-03-27,Brazil,Scotland,362,0.2250000000000001,-0.4,0.09999999999999998,16,14,Gana_A
2011-03-29,England,Ghana,182,0.20000000000000018,0.30000000000000004,0.19999999999999996,10,8,Empate
2011-03-29,France,Croatia,-51,-0.3999999999999999,0.20000000000000007,0.0,9,5,Empate
2011-03-29,Germany,Australia,265,0.6999999999999997,0.09999999999999998,0.0,14,14,Gana_B
2011-03-29,Türkiye,Austria,166,-0.14444444444444438,-0.5555555555555556,0.16666666666666669,1,0,Gana_A
2011-03-29,United States,Paraguay,-68,-0.30000000000000004,0.40000000000000013,-0.09999999999999998,1,1,Gana_B
2011-04-20,Argentina,Ecuador,137,0.7000000000000001,-0.10000000000000009,0.39999999999999997,12,10,Empate
2011-05-25,Argentina,Paraguay,132,0.10000000000000009,0.40000000000000013,0.09999999999999998,7,8,Gana_A
2011-05-28,Mexico,Ecuador,86,0.2999999999999998,-0.19999999999999996,0.2,11,4,Empate
2011-05-29,Germany,Uruguay,90,0.10000000000000009,-0.7,0.09999999999999998,5,7,Gana_A
2011-06-01,Canada,Ecuador,-184,-0.44999999999999996,0.42500000000000004,0.04999999999999999,1,0,Empate
2011-06-01,Mexico,New Zealand,300,0.6000000000000001,-0.10000000000000009,0.19999999999999998,10,4,Gana_A
2011-06-03,Austria,Germany,-504,-0.9999999999999998,0.9000000000000001,-0.3,-14,-14,Gana_B
2011-06-03,Belgium,Türkiye,-61,0.5999999999999999,0.29999999999999993,0.0,9,6,Empate
2011-06-04,Brazil,Netherlands,-3,-1.0,-0.30000000000000004,-0.20000000000000007,16,14,Empate
2011-06-04,England,Switzerland,189,0.8999999999999999,0.19999999999999996,0.39999999999999997,10,8,Empate
2011-06-04,Morocco,Algeria,85,0.7666666666666667,-0.5,0.3,5,1,Gana_A
2011-06-04,Portugal,Norway,147,0.5,0.10000000000000009,-0.19999999999999996,2,1,Gana_A
2011-06-04,United States,Spain,-401,-0.9999999999999999,-0.2999999999999998,-0.49999999999999994,-4,-3,Gana_B
2011-06-05,Australia,New Zealand,253,0.9000000000000001,-0.7999999999999999,0.5,-1,0,Gana_A
2011-06-05,Egypt,South Africa,122,1.2000000000000002,0.20000000000000007,0.0,1,1,Empate
2011-06-07,Japan,Czechia,8,0.09999999999999987,-0.30000000000000004,0.09999999999999998,1,0,Empate
2011-06-07,Korea Republic,Ghana,-6,0.30000000000000004,0.20000000000000007,0.19999999999999996,5,0,Gana_A
2011-06-07,United States,Canada,121,-0.18888888888888888,-0.3666666666666667,-0.0222222222222222,5,3,Gana_A
2011-06-08,Uruguay,Netherlands,-75,-0.3999999999999999,0.9000000000000001,-0.4,9,7,Empate
2011-06-11,United States,Panama,49,-0.8,0.9,-0.49999999999999994,6,3,Gana_B
2011-06-14,Canada,Panama,-72,-0.7000000000000001,1.1,-0.39999999999999997,1,0,Empate
2011-06-22,United States,Panama,49,-0.4999999999999999,0.20000000000000007,-0.09999999999999998,6,3,Gana_A
2011-06-25,Colombia,Senegal,148,-1.2,0.09999999999999998,-0.39999999999999997,0,0,Gana_A
2011-06-25,United States,Mexico,-149,-1.6,0.09999999999999998,-0.19999999999999996,-5,-1,Gana_B
2011-07-03,Paraguay,Ecuador,5,0.3999999999999999,-0.5,0.4,5,2,Empate
2011-07-06,Argentina,Colombia,148,1.1,0.8999999999999999,-0.09999999999999998,12,10,Empate
2011-07-09,Brazil,Paraguay,281,-0.5999999999999999,-0.29999999999999993,0.0,11,12,Empate
2011-07-12,Uruguay,Mexico,128,-0.2999999999999998,0.19999999999999996,-0.29999999999999993,-2,3,Gana_A
2011-07-13,Brazil,Ecuador,286,0.09999999999999987,-0.7000000000000001,0.4,16,14,Gana_A
2011-07-13,Jordan,Saudi Arabia,39,0.8,0.19999999999999996,0.09999999999999998,-2,-1,Empate
2011-07-16,Argentina,Uruguay,-77,0.19999999999999996,0.09999999999999987,-0.10000000000000003,3,3,Empate
2011-07-16,Jordan,Iraq,-20,0.8,-0.10000000000000009,0.0,0,0,Empate
2011-07-17,Brazil,Paraguay,281,0.09999999999999987,-0.6,0.2,11,12,Empate
2011-07-24,Uruguay,Paraguay,209,0.2999999999999998,0.09999999999999998,0.2,4,5,Gana_A
2011-08-10,Germany,Brazil,18,1.4,0.09999999999999998,0.29999999999999993,-2,0,Gana_A
2011-08-10,Japan,Korea Republic,35,-0.6000000000000001,-0.30000000000000004,-0.19999999999999996,-4,0,Gana_A
2011-08-10,Norway,Czechia,-40,0.0,0.09999999999999998,0.19999999999999996,0,0,Gana_A
2011-08-10,Senegal,Morocco,54,0.22857142857142865,0.3714285714285715,0.02857142857142858,-5,-1,Gana_B
2011-08-10,United States,Mexico,-149,-0.7999999999999998,0.19999999999999996,-0.19999999999999996,-5,-1,Empate
2011-08-19,Qatar,Iraq,-85,0.9,0.20000000000000007,0.10000000000000003,0,0,Gana_B
2011-08-22,Jordan,Tunisia,-11,-0.3999999999999999,-0.09999999999999987,-0.3,-2,0,Empate
2011-09-02,Germany,Austria,504,0.6000000000000001,-1.0,0.39999999999999997,14,14,Gana_A
2011-09-02,Iraq,Jordan,20,-1.6999999999999997,-0.20000000000000007,0.0,0,0,Gana_B
2011-09-02,Panama,Paraguay,-117,0.7000000000000001,0.0,0.39999999999999997,-5,-2,Gana_B
2011-09-03,Scotland,Czechia,-92,0.7,0.0,0.2,0,0,Empate
2011-09-03,Senegal,Congo DR,196,0.6000000000000001,-0.3999999999999999,0.0,0,0,Gana_A
2011-09-05,Brazil,Ghana,291,-0.5999999999999999,0.30000000000000004,-0.2,16,14,Gana_A
2011-09-06,Austria,Türkiye,-166,0.20000000000000018,1.5,-0.3,-1,0,Empate
2011-09-06,Belgium,United States,-32,0.8999999999999999,-0.19999999999999996,0.0,4,3,Gana_A
2011-09-06,Curaçao,Haiti,-347,0.5,0.7142857142857142,-0.1607142857142857,0,0,Gana_B
2011-09-06,Qatar,IR Iran,-243,-0.30000000000000004,1.0,-0.6000000000000001,0,0,Empate
2011-09-06,Saudi Arabia,Australia,-290,-0.8,0.6000000000000001,-0.49999999999999994,2,1,Gana_B
2011-09-06,Uzbekistan,Japan,-182,-0.40000000000000013,1.0,-0.19999999999999996,-1,0,Empate
2011-09-14,Argentina,Brazil,-149,0.7,0.30000000000000004,0.09999999999999998,-4,-4,Empate
2011-09-28,Brazil,Argentina,149,-0.30000000000000004,-0.20000000000000007,0.0,4,4,Gana_A
2011-10-07,Czechia,Spain,-322,-1.3,-0.09999999999999987,-0.5,-10,-6,Gana_B
2011-10-07,Türkiye,Germany,-338,-1.2999999999999998,-0.29999999999999993,-0.19999999999999996,-13,-14,Gana_B
2011-10-11,France,Bosnia and Herzegovina,145,-0.19999999999999996,-0.6,0.0,10,6,Empate
2011-10-11,Germany,Belgium,399,0.7000000000000002,0.4,0.19999999999999996,4,8,Gana_A
2011-10-11,Haiti,Curaçao,347,0.7,-0.7777777777777777,0.34444444444444444,0,0,Empate
2011-10-11,Mexico,Brazil,-200,0.0,0.20000000000000007,0.0,-5,-10,Gana_B
2011-10-11,Paraguay,Uruguay,-209,-1.0,0.19999999999999996,-0.39999999999999997,-4,-5,Empate
2011-10-11,Spain,Scotland,414,0.8,0.0,0.20000000000000007,10,6,Gana_A
2011-10-11,Sweden,Netherlands,-206,-0.7000000000000002,0.09999999999999998,0.0,9,6,Gana_A
2011-10-11,United States,Ecuador,-63,-0.7999999999999998,-0.20000000000000007,0.09999999999999998,6,3,Gana_B
2011-11-11,Bosnia and Herzegovina,Portugal,-207,-1.2000000000000002,0.0,-0.19999999999999996,-2,-1,Empate
2011-11-11,France,United States,124,0.6,-0.5,0.09999999999999998,4,3,Gana_A
2011-11-11,Netherlands,Switzerland,301,1.5,-0.19999999999999996,0.29999999999999993,0,0,Empate
2011-11-11,Paraguay,Ecuador,5,-0.7999999999999998,0.10000000000000009,-0.3,5,2,Gana_A
2011-11-11,Türkiye,Croatia,-146,-0.7,-0.10000000000000009,-0.19999999999999996,0,-1,Gana_B
2011-11-12,Algeria,Tunisia,-97,-1.6,0.0,-0.3,-2,0,Gana_A
2011-11-12,England,Spain,-161,-1.0999999999999999,0.20000000000000007,-0.4,0,2,Gana_A
2011-11-12,South Africa,Côte d'Ivoire,-163,-1.6,-0.7,-0.4,1,0,Empate
2011-11-14,Brazil,Egypt,344,-0.6000000000000001,0.0,0.0,14,13,Gana_A
2011-11-15,Colombia,Argentina,-148,-0.10000000000000009,-0.09999999999999998,0.19999999999999996,-12,-10,Gana_B
2011-11-15,Croatia,Türkiye,146,0.7,-0.09999999999999998,0.19999999999999996,0,1,Empate
2011-11-15,England,Sweden,94,-0.8999999999999999,-0.19999999999999996,-0.19999999999999996,1,2,Gana_A
2011-11-15,France,Belgium,156,-0.30000000000000004,-0.4,0.0,0,0,Empate
2011-11-15,Germany,Netherlands,15,-0.10000000000000009,0.8,0.09999999999999998,14,14,Gana_A
2011-11-15,Jordan,Iraq,-20,1.5,0.09999999999999998,0.0,0,0,Gana_B
2011-11-15,Portugal,Bosnia and Herzegovina,207,1.0999999999999999,0.10000000000000009,0.09999999999999998,2,1,Gana_A
2012-01-13,Tunisia,Côte d'Ivoire,-235,-0.3999999999999999,-0.5000000000000001,-0.20000000000000007,2,0,Gana_B
2012-01-23,Morocco,Tunisia,-57,-0.3999999999999999,-0.30000000000000004,0.0,3,1,Gana_B
2012-01-25,Panama,United States,-90,1.3000000000000003,-0.30000000000000004,0.19999999999999996,-6,-3,Gana_B
2012-02-05,Ghana,Tunisia,76,0.2999999999999998,0.0,0.09999999999999998,-2,0,Gana_A
2012-02-23,IR Iran,Jordan,169,0.5,-0.5,0.20000000000000007,0,0,Empate
2012-02-25,Korea Republic,Uzbekistan,107,0.8000000000000003,0.7000000000000001,0.0,5,0,Gana_A
2012-02-28,Bosnia and Herzegovina,Brazil,-315,-0.10000000000000009,0.5000000000000001,-0.19999999999999996,-16,-14,Gana_B
2012-02-29,Australia,Saudi Arabia,280,0.8,0.0,0.5,-2,-1,Gana_A
2012-02-29,Croatia,Sweden,-28,-0.9999999999999998,-0.30000000000000004,-0.19999999999999996,-8,-5,Gana_B
2012-02-29,England,Netherlands,-44,-1.0,-0.19999999999999996,0.09999999999999998,10,8,Gana_B
2012-02-29,Germany,France,163,1.6,0.8999999999999999,0.30000000000000004,4,8,Gana_B
2012-02-29,IR Iran,Qatar,181,1.7,-0.4,0.39999999999999997,0,0,Empate
2012-02-29,Japan,Uzbekistan,164,0.5,-0.39999999999999997,0.0,1,0,Gana_B
2012-02-29,Mexico,Colombia,14,-0.19999999999999996,0.30000000000000004,-0.19999999999999996,11,4,Gana_B
2012-02-29,Paraguay,Panama,39,-0.7000000000000002,0.5,-0.09999999999999998,5,2,Gana_A
2012-02-29,South Africa,Senegal,44,0.19999999999999996,-0.6000000000000001,0.10000000000000003,1,0,Empate
2012-02-29,Switzerland,Argentina,-185,-0.30000000000000004,0.0,-0.09999999999999998,-12,-10,Gana_B
2012-03-02,Egypt,Congo DR,226,0.0,-0.6000000000000001,0.09999999999999998,2,1,Empate
2012-04-17,Egypt,Iraq,69,0.6000000000000001,0.19999999999999996,0.0,2,1,Empate
2012-05-25,Morocco,Senegal,22,0.8,-0.30000000000000004,0.2,5,1,Gana_B
2012-05-26,Norway,England,-194,-0.30000000000000004,0.0,0.0,-10,-8,Gana_B
